"Submitted On","Round","Winner","Winners Score","Opponent","Opponents Score",
"08/04/25 02:59 PM",20,"Joshua Castellano",493,"Austin Shin",413,"First"
"08/04/25 03:03 PM",20,"Peter Armstrong",435,"Alec Sjöholm",381,"First"
"08/04/25 03:12 PM",20,"Mark Kenas",507,"David Whitley",388,"Second"
"08/04/25 03:14 PM",20,"Kevin Fraley",442,"Sammy Okosagah",437,"First"
"08/04/25 03:34 PM",21,"Brad Whitmarsh",538,"Becky Dyer",461,"First"
"08/04/25 03:35 PM",21,"Puneet Sharma",415,"Mpakaboari Jack",285,"First"
"08/04/25 03:37 PM",21,"Chris Lipe",453,"Joel Wapnick",390,"Second"
"08/04/25 03:43 PM",21,"Geoff Thevenot",429,"Robert Linn",360,"Second"
"08/04/25 03:43 PM",21,"Enoch Nwali",485,"Wellington Jighere",394,"First"
"08/04/25 03:45 PM",21,"Ben Schoenbrun",502,"Emmanuel Egbele",396,"Second"
"08/04/25 03:46 PM",21,"Eta Karo",547,"Tim Weiss",362,"First"
"08/04/25 03:49 PM",21,"Brian Bowman",424,"Akeem Adekunle",408,"Second"
"08/04/25 03:52 PM",21,"Alec Sjöholm",532,"David Whitley",339,"Second"
"08/04/25 03:52 PM",21,"Dave Wiegand",517,"Peter Armstrong",342,"First"
"08/04/25 03:55 PM",21,"Josh Sokol",396,"Sammy Okosagah",356,"First"
"08/04/25 03:56 PM",21,"Rob Robinsky",560,"Scott Jackson",428,"First"
"08/04/25 03:59 PM",21,"Waseem Khatri",436,"Joshua Castellano",403,"First"
"08/04/25 04:04 PM",21,"Dennis Ikekeregor",447,"Rasheed Balogun",446,"Second"
"08/04/25 04:06 PM",21,"Laurie Cohen",425,"Kevin Fraley",405,"Second"
"08/04/25 04:09 PM",21,"Austin Shin",443,"Mark Kenas",414,"Second"
"08/05/25 07:51 AM",22,"Waseem Khatri",478,"Mark Kenas",403,"Second"
"08/05/25 07:53 AM",22,"Alec Sjöholm",527,"Joshua Castellano",419,"First"
"08/05/25 07:54 AM",22,"Sammy Okosagah",524,"Scott Jackson",415,"First"
"08/05/25 07:55 AM",22,"Dennis Ikekeregor",431,"Becky Dyer",293,"First"
"08/05/25 07:55 AM",22,"Dave Wiegand",501,"Laurie Cohen",411,"Second"
"08/05/25 07:56 AM",22,"Rasheed Balogun",384,"Akeem Adekunle",366,"Second"
"08/05/25 07:59 AM",22,"Brian Bowman",508,"Emmanuel Egbele",358,"First"
"08/05/25 08:01 AM",22,"Eta Karo",456,"Winter",375,"Second"
"08/05/25 08:01 AM",22,"Geoff Thevenot",503,"Tim Weiss",417,"Second"
"08/05/25 08:03 AM",22,"Joel Wapnick",514,"Kevin Fraley",464,"Second"
"08/05/25 08:04 AM",22,"David Whitley",391,"Enoch Nwali",364,"First"
"08/05/25 08:04 AM",22,"Austin Shin",477,"Peter Armstrong",387,"First"
"08/05/25 08:05 AM",22,"Robert Linn",430,"Puneet Sharma",336,"First"
"08/05/25 08:05 AM",22,"Ben Schoenbrun",395,"Mpakaboari Jack",379,"Second"
"08/05/25 08:05 AM",22,"Rob Robinsky",433,"Josh Sokol",390,"Second"
"08/05/25 08:10 AM",22,"Wellington Jighere",513,"Brad Whitmarsh",415,"First"
"08/05/25 08:37 AM",23,"Tim Weiss",462,"Scott Jackson",346,"Second"
"08/05/25 08:45 AM",23,"Laurie Cohen",540,"David Whitley",377,"Second"
"08/05/25 08:53 AM",23,"Geoff Thevenot",456,"Sammy Okosagah",357,"First"
"08/05/25 08:55 AM",23,"Austin Shin",519,"Wellington Jighere",364,"First"
"08/05/25 08:56 AM",23,"Eta Karo",539,"Chris Lipe",416,"First"
"08/05/25 08:59 AM",23,"Akeem Adekunle",451,"Puneet Sharma",387,"Second"
"08/05/25 08:59 AM",23,"Joshua Castellano",520,"Enoch Nwali",393,"First"
"08/05/25 09:01 AM",23,"Alec Sjöholm",431,"Rob Robinsky",427,"Second"
"08/05/25 09:02 AM",23,"Kevin Fraley",449,"Mark Kenas",420,"Second"
"08/05/25 09:03 AM",23,"Winter",415,"Joel Wapnick",359,"First"
"08/05/25 09:03 AM",23,"Robert Linn",452,"Ben Schoenbrun",432,"Second"
"08/05/25 09:06 AM",23,"Dave Wiegand",450,"Brad Whitmarsh",432,"First"
"08/05/25 09:07 AM",23,"Peter Armstrong",497,"Dennis Ikekeregor",439,"First"
"08/05/25 09:09 AM",23,"Josh Sokol",440,"Waseem Khatri",428,"Second"
"08/05/25 09:21 AM",23,"Emmanuel Egbele",506,"Mpakaboari Jack",505,"First"
"08/05/25 09:47 AM",23,"Brian Bowman",438,"Rasheed Balogun",365,"First"
"08/05/25 09:44 AM",24,"Scott Jackson",418,"Brian Bowman",380,"First"
"08/05/25 09:48 AM",24,"Wellington Jighere",538,"Laurie Cohen",276,"First"
"08/05/25 09:48 AM",24,"Enoch Nwali",445,"Mark Kenas",315,"First"
"08/05/25 09:51 AM",24,"Sammy Okosagah",493,"Peter Armstrong",418,"First"
"08/05/25 09:54 AM",24,"Alec Sjöholm",551,"Brad Whitmarsh",361,"First"
"08/05/25 09:54 AM",24,"Ben Schoenbrun",514,"Rasheed Balogun",388,"Second"
"08/05/25 09:55 AM",24,"Geoff Thevenot",470,"Winter",460,"First"
"08/05/25 09:57 AM",24,"Kevin Fraley",524,"Becky Dyer",365,"Second"
"08/05/25 09:58 AM",24,"Austin Shin",509,"Dennis Ikekeregor",369,"Second"
"08/05/25 10:02 AM",24,"Robert Linn",434,"Akeem Adekunle",427,"First"
"08/05/25 10:04 AM",24,"Eta Karo",465,"Dave Wiegand",450,"First"
"08/05/25 10:06 AM",24,"Waseem Khatri",480,"Chris Lipe",376,"Second"
"08/05/25 10:07 AM",24,"Joshua Castellano",521,"Joel Wapnick",453,"Second"
"08/05/25 10:08 AM",24,"Rob Robinsky",422,"David Whitley",409,"First"
"08/05/25 10:10 AM",24,"Tim Weiss",546,"Emmanuel Egbele",302,"First"
"08/05/25 10:13 AM",24,"Mpakaboari Jack",481,"Puneet Sharma",451,"Second"
"08/05/25 01:03 PM",25,"Dennis Ikekeregor",395,"Chris Lipe",344,"Second"
"08/05/25 01:04 PM",25,"Kevin Fraley",476,"Peter Armstrong",383,"First"
"08/05/25 12:37 PM",25,"Enoch Nwali",456,"Geoff Thevenot",443,"First"
"08/05/25 12:39 PM",25,"Becky Dyer",491,"Tim Weiss",467,"First"
"08/05/25 12:43 PM",25,"Rasheed Balogun",466,"Ben Schoenbrun",410,"Second"
"08/05/25 12:49 PM",25,"Akeem Adekunle",367,"Mpakaboari Jack",340,"Second"
"08/05/25 12:51 PM",25,"Wellington Jighere",497,"Rob Robinsky",309,"First"
"08/05/25 12:52 PM",25,"Emmanuel Egbele",445,"Puneet Sharma",357,"Second"
"08/05/25 12:52 PM",25,"Sammy Okosagah",487,"Joshua Castellano",376,"Second"
"08/05/25 12:52 PM",25,"Scott Jackson",460,"Joel Wapnick",376,"First"
"08/05/25 12:52 PM",25,"Josh Sokol",449,"Laurie Cohen",409,"First"
"08/05/25 12:52 PM",25,"Winter",451,"Mark Kenas",447,"Second"
"08/05/25 12:53 PM",25,"Austin Shin",440,"Alec Sjöholm",410,"First"
"08/05/25 12:55 PM",25,"Waseem Khatri",502,"Dave Wiegand",421,"Second"
"08/05/25 12:58 PM",25,"Eta Karo",548,"David Whitley",393,"First"
"08/05/25 12:58 PM",25,"Robert Linn",440,"Brian Bowman",436,"Second"
"08/05/25 01:25 PM",26,"Enoch Nwali",480,"Dennis Ikekeregor",459,"Second"
"08/05/25 01:35 PM",26,"Ben Schoenbrun",551,"Scott Jackson",383,"First"
"08/05/25 01:37 PM",26,"Dave Wiegand",602,"Rob Robinsky",348,"Second"
"08/05/25 01:40 PM",26,"Becky Dyer",459,"Laurie Cohen",374,"Second"
"08/05/25 01:41 PM",26,"Emmanuel Egbele",403,"Akeem Adekunle",275,"First"
"08/05/25 01:47 PM",26,"Chris Lipe",522,"Tim Weiss",448,"Second"
"08/05/25 01:48 PM",26,"Waseem Khatri",467,"Alec Sjöholm",440,"First"
"08/05/25 01:49 PM",26,"Wellington Jighere",457,"Kevin Fraley",419,"Second"
"08/05/25 01:49 PM",26,"Rasheed Balogun",516,"Robert Linn",452,"First"
"08/05/25 01:52 PM",26,"Josh Sokol",400,"Austin Shin",373,"First"
"08/05/25 01:54 PM",26,"Sammy Okosagah",443,"David Whitley",323,"First"
"08/05/25 01:55 PM",26,"Geoff Thevenot",497,"Peter Armstrong",364,"Second"
"08/05/25 01:55 PM",26,"Brad Whitmarsh",442,"Winter",435,"Second"
"08/05/25 01:56 PM",26,"Mark Kenas",596,"Joel Wapnick",329,"First"
"08/05/25 01:56 PM",26,"Brian Bowman",417,"Mpakaboari Jack",400,"Second"
"08/05/25 02:11 PM",26,"Joshua Castellano",427,"Eta Karo",424,"Second"
"08/05/25 02:19 PM",27,"Enoch Nwali",499,"Scott Jackson",332,"First"
"08/05/25 02:35 PM",27,"Dennis Ikekeregor",495,"Laurie Cohen",388,"First"
"08/05/25 02:39 PM",27,"Sammy Okosagah",491,"Becky Dyer",362,"Second"
"08/05/25 02:39 PM",27,"Joel Wapnick",513,"Ben Schoenbrun",389,"First"
"08/05/25 02:39 PM",27,"Austin Shin",452,"Winter",398,"Second"
"08/05/25 02:40 PM",27,"Akeem Adekunle",406,"Mpakaboari Jack",366,"First"
"08/05/25 02:40 PM",27,"Puneet Sharma",548,"Brian Bowman",423,"First"
"08/05/25 02:41 PM",27,"Geoff Thevenot",546,"Chris Lipe",363,"First"
"08/05/25 02:48 PM",27,"Waseem Khatri",583,"Rob Robinsky",365,"First"
"08/05/25 02:50 PM",27,"Tim Weiss",464,"David Whitley",427,"Second"
"08/05/25 02:50 PM",27,"Kevin Fraley",507,"Dave Wiegand",483,"Second"
"08/05/25 02:51 PM",27,"Wellington Jighere",621,"Eta Karo",479,"First"
"08/05/25 02:52 PM",27,"Rasheed Balogun",379,"Emmanuel Egbele",349,"First"
"08/05/25 02:52 PM",27,"Alec Sjöholm",438,"Josh Sokol",362,"First"
"08/05/25 02:53 PM",27,"Robert Linn",459,"Mark Kenas",302,"First"
"08/05/25 03:00 PM",27,"Brad Whitmarsh",453,"Joshua Castellano",360,"First"
"08/05/25 03:11 PM",28,"Scott Jackson",549,"Akeem Adekunle",309,"First"
"08/05/25 03:31 PM",28,"Joel Wapnick",458,"Mpakaboari Jack",393,"First"
"08/05/25 03:33 PM",28,"Eta Karo",521,"Alec Sjöholm",406,"First"
"08/05/25 03:34 PM",28,"Brian Bowman",484,"Laurie Cohen",351,"First"
"08/05/25 03:34 PM",28,"Sammy Okosagah",403,"Wellington Jighere",400,"First"
"08/05/25 03:34 PM",28,"Dave Wiegand",490,"Austin Shin",474,"Second"
"08/05/25 03:36 PM",28,"Dennis Ikekeregor",481,"Mark Kenas",372,"Second"
"08/05/25 03:38 PM",28,"Geoff Thevenot",444,"Kevin Fraley",321,"Second"
"08/05/25 03:38 PM",28,"Peter Armstrong",613,"Tim Weiss",347,"First"
"08/05/25 03:40 PM",28,"Puneet Sharma",411,"Ben Schoenbrun",411,"First"
"08/05/25 03:42 PM",28,"Enoch Nwali",535,"Joshua Castellano",439,"Second"
"08/05/25 03:45 PM",28,"Rob Robinsky",482,"Becky Dyer",284,"First"
"08/05/25 03:47 PM",28,"Chris Lipe",421,"Rasheed Balogun",381,"First"
"08/05/25 03:49 PM",28,"Emmanuel Egbele",444,"Robert Linn",442,"Second"
"08/05/25 03:53 PM",28,"Josh Sokol",473,"Brad Whitmarsh",349,"First"
"08/05/25 03:54 PM",28,"Winter",428,"Waseem Khatri",401,"First"
"08/06/25 07:42 AM",29,"Ben Schoenbrun",587,"Emmanuel Egbele",341,"First"
"08/06/25 07:52 AM",29,"Laurie Cohen",465,"Sammy Okosagah",408,"First"
"08/06/25 07:56 AM",29,"Akeem Adekunle",441,"Puneet Sharma",371,"First"
"08/06/25 07:56 AM",29,"Josh Sokol",492,"Scott Jackson",434,"Second"
"08/06/25 07:58 AM",29,"Wellington Jighere",499,"Austin Shin",344,"First"
"08/06/25 07:58 AM",29,"Rasheed Balogun",460,"Peter Armstrong",405,"First"
"08/06/25 07:59 AM",29,"Dennis Ikekeregor",491,"Waseem Khatri",413,"First"
"08/06/25 08:02 AM",29,"Enoch Nwali",473,"Dave Wiegand",446,"Second"
"08/06/25 08:03 AM",29,"Geoff Thevenot",402,"Joel Wapnick",387,"First"
"08/06/25 08:03 AM",29,"David Whitley",427,"Brad Whitmarsh",400,"Second"
"08/06/25 08:03 AM",29,"Rob Robinsky",438,"Chris Lipe",407,"Second"
"08/06/25 08:04 AM",29,"Brian Bowman",519,"Mark Kenas",344,"First"
"08/06/25 08:05 AM",29,"Robert Linn",462,"Tim Weiss",351,"Second"
"08/06/25 08:05 AM",29,"Joshua Castellano",474,"Alec Sjöholm",355,"Second"
"08/06/25 08:08 AM",29,"Eta Karo",479,"Becky Dyer",463,"Second"
"08/06/25 08:10 AM",29,"Kevin Fraley",549,"Winter",315,"First"
"08/06/25 08:58 AM",30,"Rasheed Balogun",460,"Becky Dyer",378,"First"
"08/06/25 09:00 AM",30,"Robert Linn",461,"Scott Jackson",351,"First"
"08/06/25 09:01 AM",30,"Chris Lipe",504,"Laurie Cohen",393,"First"
"08/06/25 09:01 AM",30,"Waseem Khatri",468,"Alec Sjöholm",436,"Second"
"08/06/25 09:02 AM",30,"Mark Kenas",491,"Ben Schoenbrun",390,"First"
"08/06/25 09:03 AM",30,"Enoch Nwali",475,"Dave Wiegand",357,"First"
"08/06/25 09:04 AM",30,"Puneet Sharma",511,"Emmanuel Egbele",375,"Second"
"08/06/25 09:04 AM",30,"Winter",521,"Joel Wapnick",413,"First"
"08/06/25 09:06 AM",30,"David Whitley",489,"Dennis Ikekeregor",354,"First"
"08/06/25 09:08 AM",30,"Eta Karo",369,"Sammy Okosagah",325,"First"
"08/06/25 09:08 AM",30,"Brad Whitmarsh",477,"Rob Robinsky",447,"Second"
"08/06/25 09:09 AM",30,"Tim Weiss",525,"Mpakaboari Jack",454,"First"
"08/06/25 09:13 AM",30,"Josh Sokol",514,"Austin Shin",459,"Second"
"08/06/25 09:15 AM",30,"Brian Bowman",420,"Peter Armstrong",357,"Second"
"08/06/25 09:17 AM",30,"Kevin Fraley",405,"Geoff Thevenot",404,"Second"
"08/06/25 09:26 AM",30,"Wellington Jighere",491,"Joshua Castellano",418,"Second"
"08/06/25 10:04 AM",31,"Sammy Okosagah",555,"Geoff Thevenot",363,"First"
"08/06/25 10:08 AM",31,"Winter",516,"Chris Lipe",428,"First"
"08/06/25 10:11 AM",31,"Scott Jackson",469,"Emmanuel Egbele",367,"Second"
"08/06/25 10:13 AM",31,"Akeem Adekunle",465,"Ben Schoenbrun",429,"Second"
"08/06/25 10:14 AM",31,"Brad Whitmarsh",431,"Dennis Ikekeregor",376,"Second"
"08/06/25 10:16 AM",31,"Dave Wiegand",497,"Waseem Khatri",404,"Second"
"08/06/25 10:19 AM",31,"Eta Karo",557,"Josh Sokol",354,"First"
"08/06/25 10:19 AM",31,"Alec Sjöholm",495,"Austin Shin",445,"First"
"08/06/25 10:20 AM",31,"Laurie Cohen",434,"Joel Wapnick",394,"First"
"08/06/25 10:26 AM",31,"Rob Robinsky",488,"Brian Bowman",287,"Second"
"08/06/25 10:26 AM",31,"David Whitley",518,"Kevin Fraley",439,"Second"
"08/06/25 10:26 AM",31,"Robert Linn",402,"Becky Dyer",388,"Second"
"08/06/25 10:28 AM",31,"Puneet Sharma",399,"Mpakaboari Jack",395,"Second"
"08/06/25 10:30 AM",31,"Peter Armstrong",556,"Rasheed Balogun",320,"First"
"08/06/25 10:35 AM",31,"Enoch Nwali",424,"Joshua Castellano",396,"First"
"08/06/25 10:40 AM",31,"Tim Weiss",480,"Mark Kenas",435,"Second"
